signal_id,r_ind,r_mean,r_variance,r_std,r_skewness,r_energy,d_ind,d_mean,d_variance,d_std,d_skewness,d_energy
sound_0,92,6.208407568192351e-05,4.193080108226717e-09,6.475399685136599e-05,5.746914167143194e-06,1.2071268842258284e-07,5543,3.956422690900127e-05,2.945711242172309e-09,5.427440687996792e-05,6.6855968908674925e-06,6.766558939618873e-08
sound_0,93,-1.511516631170938e-05,1.0854385449749167e-09,3.29459943691933e-05,-1.4954303716673993e-06,1.9708601964083262e-08,7256,-1.0308963664206492e-05,2.8690271233481885e-10,1.6938202748072738e-05,-1.7049431467618637e-07,5.89766166247123e-09
sound_0,94,1.7326114571808946e-05,4.822415969642969e-09,6.944361719872439e-05,2.3944410094136536e-05,7.683915323697632e-08,10028,1.8599946615704377e-05,8.331061739883289e-10,2.8863578676046546e-05,1.4606053339434307e-07,1.7685962821430726e-08
sound_0,95,-1.4605153858311447e-05,5.145208333129786e-09,7.173010757784897e-05,2.1679410335704234e-05,8.037778278532106e-08,10027,-1.0454467456564747e-05,2.1198076439096966e-09,4.604136883184183e-05,-2.5094497504899814e-06,3.343655300565101e-08
sound_0,96,2.0877822248921316e-06,6.59852541491629e-09,8.123130809556307e-05,-4.191622219497617e-05,9.904326374302299e-08,5600,1.7084239749146261e-06,4.925816531683222e-10,2.2194180614934224e-05,-1.6719825549150102e-06,7.432505484695776e-09
sound_0,97,-3.364263363712093e-05,1.6474388436264844e-09,4.058865412435456e-05,-3.938518278077011e-06,4.1688984625020376e-08,5449,-1.4707428485577401e-05,2.7522010060658973e-10,1.658975890742809e-05,-5.356537499358652e-07,7.37292829897445e-09
sound_0,98,3.5327003523549725e-06,4.307491007319122e-09,6.563147878357703e-05,-4.780898955131882e-06,6.479956468647976e-08,5584,3.1869190312400776e-06,6.926417009186608e-11,8.322509843302445e-06,-7.332469710093334e-08,1.191309345053194e-09
sound_0,99,9.414500690664476e-06,1.5108496991521915e-09,3.886965010328999e-05,2.2993708434171508e-06,2.39922378361007e-08,4496,7.681480353324977e-06,1.4943703584902312e-10,1.222444419386923e-05,9.175252599581786e-08,3.1266326440131116e-09
sound_0,100,1.210831772395958e-05,3.509144077212142e-09,5.9238028978116264e-05,2.0566730079460516e-05,5.4836331529747447e-08,7258,1.3671858537854809e-05,6.983577275064641e-10,2.6426458852946305e-05,2.468647315102713e-06,1.3279161650783661e-08
sound_0,101,2.5606001812877592e-05,2.3057235293280845e-09,4.8017950074197094e-05,2.1219143931210508e-05,4.442086287253762e-08,10028,1.8599946615704377e-05,8.331061739883289e-10,2.8863578676046546e-05,1.4606053339434307e-07,1.7685962821430726e-08
sound_0,102,-7.610214665087711e-07,3.3380476893162495e-09,5.777584001393878e-05,-4.600025570173303e-06,5.007940264483105e-08,8296,-8.751575362236088e-07,2.2491356719945809e-10,1.4997118629905482e-05,-3.6012115357483766e-07,3.3851920186900063e-09
sound_0,103,1.4993998963996227e-05,1.870362828360021e-09,4.324769159573747e-05,4.7840922962163505e-06,3.142774249938511e-08,8305,9.704629508566645e-06,1.8527748148356267e-10,1.3611667108901932e-05,5.242106455427834e-08,4.191859730731577e-09
sound_0,104,1.2245103542131494e-05,2.891701836009673e-09,5.377454635800913e-05,1.2665704594611803e-05,4.562466595150792e-08,9937,8.305234369702657e-06,7.3090791663835e-10,2.7035308702479247e-05,3.1184437077929477e-06,1.1998272518610606e-08
sound_0,105,-9.56768558778109e-06,2.248388594009995e-09,4.7417176149682246e-05,-6.921470849033146e-06,3.509893802274943e-08,8278,-7.820302824472168e-06,1.0948610950455645e-10,1.0463561033632693e-05,-1.386947723359668e-07,2.559648686565057e-09
sound_0,106,-2.0988341601790914e-05,3.938642227325703e-09,6.275860281527706e-05,-4.5283524598117306e-05,6.568729065778754e-08,5599,-1.4156096635672322e-05,2.1566055280174894e-10,1.4685385687878576e-05,-1.592680535310682e-07,6.240834371403633e-09
